method_name	method_name_f	error_message	num	pct	example_dataset
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 214"	1	0.001984126984126984	converging_7
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 217"	1	0.001984126984126984	linear_long_4
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 231"	2	0.003968253968253968	linear_long_2
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 27"	1	0.001984126984126984	real/germline-human-male_li
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 270"	2	0.003968253968253968	real/mesoderm-development_loh
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 349"	1	0.001984126984126984	trifurcating_3
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 361"	2	0.003968253968253968	linear_long_2
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 380"	1	0.001984126984126984	trifurcating_3
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 415"	1	0.001984126984126984	trifurcating_3
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 474"	1	0.001984126984126984	real/mesoderm-development_loh
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 484"	1	0.001984126984126984	real/mesoderm-development_loh
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 59"	1	0.001984126984126984	linear_long_4
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 64"	1	0.001984126984126984	linear_long_4
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 647"	1	0.001984126984126984	linear_long_2
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 66"	1	0.001984126984126984	converging_7
Wanderlust	Wanderlust	"Error running command: 
/bin/bash -c 'cd /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv;source bin/activate;export MKL_NUM_THREADS=1;export NUMEXPR_NUM_THREADS=1;export OMP_NUM_THREADS=1;python /scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py {tmpfile}'
-- output --
Building lNN graph...
lNN computed in : 0.00 seconds
Determining waypoints if not specified...
Determining shortest path distances and perspectives....
-- error --
Traceback (most recent call last):
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/wrapper.py"", line 18, in <module>
    wb.run_wishbone(start_cell=p[""start_cell_id""], components_list=p[""components_list""], num_waypoints=int(p[""num_waypoints""]), branch=p[""branch""], k=p[""k""])
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/wb.py"", line 1068, in run_wishbone
    s=s, k=k, l=k, num_waypoints=num_waypoints, branch=branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 50, in wishbone
    traj, dist, iter_l, paths_l2l = _trajectory_landmarks( klnn, data, [s], num_waypoints, partial_order, verbose, metric, flock_waypoints, band_sample, branch)
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in _trajectory_landmarks
    paths_l2l.append( [paths[li] for li in l] )
  File ""/scratch/irc/shared/dynverse/R/lib64/R/library/Wishbone/venv/lib/python3.5/site-packages/wishbone/core.py"", line 263, in <listcomp>
    paths_l2l.append( [paths[li] for li in l] )
KeyError: 72"	1	0.001984126984126984	trifurcating_6
